id,category,severity,urgency,expected_action,english,hindi,odia,sambalpuri,santali,kui,desia,english_keywords,hindi_keywords,odia_keywords,sambalpuri_keywords,santali_keywords,kui_keywords,desia_keywords,notes
ILRC_434,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,I need help because I am in extreme trauma and hopelessness I need help.,मुझे मदद चाहिए क्योंकि मैं अत्यधिक आघात और निराशा में हूँ।। मुझे मदद चाहिए।,ମୋତେ ସାହାଯ୍ୟ ଦରକାର କାରଣ ମୁଁ ଅତ୍ୟଧିକ ମାନସିକ ଆଘାତ ଓ ନିରାଶାରେ ଅଛି।। ମୋତେ ସାହାଯ୍ୟ ଦରକାର।,Mote sahajya darkar kanje Mu aadi dukha o bipad re achhe mote sahajya darkar.,Masing darkar kanje Ing aadi duk ar aashahin re menakana banchaoing pe.,Aanki saaha lohe kanje Aanu aadi dukha o aashahin taanji manji aanki sahaya kidu.,Muke sahajya darkar kanje Mui aadi dukhe o aashahin te achhe muke sahajya kora.,"trauma, hopeless","aaghat, nirasha","ମାନସିକ ଆଘାତ, ନିରାଶା","dukha, bipad","duk, aashahin","aadi dukha, aashahin","aadi dukhe, aashahin","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_435,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,"Please understand, I am in extreme trauma and hopelessness This is urgent.","कृपया समझिए, मैं अत्यधिक आघात और निराशा में हूँ।। यह जरूरी है।","ଦୟାକରି ବୁଝନ୍ତୁ, ମୁଁ ଅତ୍ୟଧିକ ମାନସିକ ଆଘାତ ଓ ନିରାଶାରେ ଅଛି।। ଏହା ଜରୁରୀ।","Bujha mor katha, Mu aadi dukha o bipad re achhe eha jaruri aichhe.","Bujhau me, Ing aadi duk ar aashahin re menakana aadi jaruri kana.","Bujha aani katha, Aanu aadi dukha o aashahin taanji manji eehe jaruri manji.","Mor katha bujha, Mui aadi dukhe o aashahin te achhe eita jaruri ache.","trauma, hopeless","aaghat, nirasha","ମାନସିକ ଆଘାତ, ନିରାଶା","dukha, bipad","duk, aashahin","aadi dukha, aashahin","aadi dukhe, aashahin","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_436,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,I am scared: I am in extreme trauma and hopelessness Please stay with me.,मैं डरा/डरी हूँ: मैं अत्यधिक आघात और निराशा में हूँ।। कृपया मेरे साथ रहें।,ମୁଁ ଭୟଭୀତ: ମୁଁ ଅତ୍ୟଧିକ ମାନସିକ ଆଘାତ ଓ ନିରାଶାରେ ଅଛି।। ଦୟାକରି ମୋ ସହିତ ରୁହନ୍ତୁ।,Mor darr laguchhe: Mu aadi dukha o bipad re achhe mor sanghe thia hua.,Botor aikawkana: Ing aadi duk ar aashahin re menakana ing sang te tahenpe.,Aanki biiti manji: Aanu aadi dukha o aashahin taanji manji aani sanghe thia aatu.,Muke darr laguche: Mui aadi dukhe o aashahin te achhe mor sanghe thia hua.,"trauma, hopeless","aaghat, nirasha","ମାନସିକ ଆଘାତ, ନିରାଶା","dukha, bipad","duk, aashahin","aadi dukha, aashahin","aadi dukhe, aashahin","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_437,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,This is urgent: I am in extreme trauma and hopelessness I cannot handle this alone.,यह जरूरी है: मैं अत्यधिक आघात और निराशा में हूँ।। मैं इसे अकेले नहीं संभाल सकता/सकती।,ଏହା ଜରୁରୀ: ମୁଁ ଅତ୍ୟଧିକ ମାନସିକ ଆଘାତ ଓ ନିରାଶାରେ ଅଛି।। ମୁଁ ଏହାକୁ ଏକାକୀ ସମ୍ଭାଳିପାରୁନାହିଁ।,Jaruri aichhe: Mu aadi dukha o bipad re achhe mu eka sambhali nai pare.,Jaruri kana: Ing aadi duk ar aashahin re menakana ing eskar bang sambhrao dadeakana.,Jaruri manji: Aanu aadi dukha o aashahin taanji manji aanu roote nai pare.,Jaruri ache: Mui aadi dukhe o aashahin te achhe mui eka sambhali nai pare.,"trauma, hopeless","aaghat, nirasha","ମାନସିକ ଆଘାତ, ନିରାଶା","dukha, bipad","duk, aashahin","aadi dukha, aashahin","aadi dukhe, aashahin","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_438,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,Please act now: I am in extreme trauma and hopelessness Please do not ignore me.,कृपया अभी कार्रवाई करें: मैं अत्यधिक आघात और निराशा में हूँ।। कृपया मुझे अनदेखा न करें।,ଦୟାକରି ଏବେ କାର୍ଯ୍ୟ କରନ୍ତୁ: ମୁଁ ଅତ୍ୟଧିକ ମାନସିକ ଆଘାତ ଓ ନିରାଶାରେ ଅଛି।। ଦୟାକରି ମୋତେ ଅଣଦେଖା କରନ୍ତୁ ନାହିଁ।,Ebe turant katha suna: Mu aadi dukha o bipad re achhe mote anadekha nai kara.,Nita ge kami pe: Ing aadi duk ar aashahin re menakana aalo pe bageana.,Eebe turat vasa: Aanu aadi dukha o aashahin taanji manji aanki bagedu aatu.,Ebe turant katha suna: Mui aadi dukhe o aashahin te achhe muke anadekha nai kora.,"trauma, hopeless","aaghat, nirasha","ମାନସିକ ଆଘାତ, ନିରାଶା","dukha, bipad","duk, aashahin","aadi dukha, aashahin","aadi dukhe, aashahin","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_439,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,I need immediate help: I am in extreme trauma and hopelessness I need someone to help.,मुझे तुरंत मदद चाहिए: मैं अत्यधिक आघात और निराशा में हूँ।। मुझे किसी की मदद चाहिए।,ମୋତେ ତୁରନ୍ତ ସାହାଯ୍ୟ ଦରକାର: ମୁଁ ଅତ୍ୟଧିକ ମାନସିକ ଆଘାତ ଓ ନିରାଶାରେ ଅଛି।। ମୋତେ କାହାରୋ ସାହାଯ୍ୟ ଦରକାର।,Turant sahajya darkar: Mu aadi dukha o bipad re achhe kahari madat pathao.,Turat banchao darkar: Ing aadi duk ar aashahin re menakana jahay hohoako pe.,Turat saaha lohe: Aanu aadi dukha o aashahin taanji manji eeheki madat poyatu.,Turant sahajya darkar: Mui aadi dukhe o aashahin te achhe karike madat pathaa.,"trauma, hopeless","aaghat, nirasha","ମାନସିକ ଆଘାତ, ନିରାଶା","dukha, bipad","duk, aashahin","aadi dukha, aashahin","aadi dukhe, aashahin","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_440,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,"For my safety, I am in extreme trauma and hopelessness Please take this seriously.","मेरी सुरक्षा के लिए, मैं अत्यधिक आघात और निराशा में हूँ।। कृपया इसे गंभीरता से लें।","ମୋ ସୁରକ୍ଷା ପାଇଁ, ମୁଁ ଅତ୍ୟଧିକ ମାନସିକ ଆଘାତ ଓ ନିରାଶାରେ ଅଛି।। ଦୟାକରି ଏହାକୁ ଗମ୍ଭୀରତାର ସହ ନିଅନ୍ତୁ।","Mor surakshya lagi, Mu aadi dukha o bipad re achhe eha ke gambhira hisabe nia.","Ingak suraksha lagi, Ing aadi duk ar aashahin re menakana aadi jaruri kana.","Aani surakshya lagi, Aanu aadi dukha o aashahin taanji manji eeheke gambhira hisabe gihmu.","Mor surakshya lagi, Mui aadi dukhe o aashahin te achhe eita ke gambhira kori nia.","trauma, hopeless","aaghat, nirasha","ମାନସିକ ଆଘାତ, ନିରାଶା","dukha, bipad","duk, aashahin","aadi dukha, aashahin","aadi dukhe, aashahin","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_441,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,Please help me stay safe.,कृपया मुझे सुरक्षित रहने में मदद करें।,ଦୟାକରି ମୋତେ ସୁରକ୍ଷିତ ରହିବାରେ ସାହାଯ୍ୟ କରନ୍ତୁ।,Mote safe rahiba lagi help kara.,Ing surakshit tahen lagi banchaoing pe.,Daya koni aanki safe thia kidu.,Daya kori muke safe thakibake sahajya kora.,stay safe,surakshit rahna,ସୁରକ୍ଷିତ ରହିବାରେ,safe rahiba,surakshit tahen,safe thia kidu,"safe thakibake, sahajya","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_442,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,Please Please help me stay safe Please help.,कृपया कृपया मुझे सुरक्षित रहने में मदद करें।। कृपया मदद करें।,ଦୟାକରି ଦୟାକରି ମୋତେ ସୁରକ୍ଷିତ ରହିବାରେ ସାହାଯ୍ୟ କରନ୍ତୁ।। ଦୟାକରି ସାହାଯ୍ୟ କରନ୍ତୁ।,Daya kari Mote safe rahiba lagi help kara mor sahajya kara.,Daya kate Ing surakshit tahen lagi banchaoing pe banchaoing pe.,Daya koni Daya koni aanki safe thia kidu aanki saaha kidu.,Daya kori Daya kori muke safe thakibake sahajya kora muke sahajya kora.,stay safe,surakshit rahna,ସୁରକ୍ଷିତ ରହିବାରେ,safe rahiba,surakshit tahen,safe thia kidu,"safe thakibake, sahajya","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_443,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,"Right now, Please help me stay safe I am scared.","अभी, कृपया मुझे सुरक्षित रहने में मदद करें।। मैं डरा/डरी हूँ।","ଏବେ, ଦୟାକରି ମୋତେ ସୁରକ୍ଷିତ ରହିବାରେ ସାହାଯ୍ୟ କରନ୍ତୁ।। ମୁଁ ଭୟଭୀତ।","Ebe, Mote safe rahiba lagi help kara mor darr laguchhe.","Nita ge, Ing surakshit tahen lagi banchaoing pe botor ge aikawkana.","Eebe, Daya koni aanki safe thia kidu aanki biiti manji.","Ebe, Daya kori muke safe thakibake sahajya kora muke darr laguche.",stay safe,surakshit rahna,ସୁରକ୍ଷିତ ରହିବାରେ,safe rahiba,surakshit tahen,safe thia kidu,"safe thakibake, sahajya","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_444,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,I need help because Please help me stay safe I need help.,मुझे मदद चाहिए क्योंकि कृपया मुझे सुरक्षित रहने में मदद करें।। मुझे मदद चाहिए।,ମୋତେ ସାହାଯ୍ୟ ଦରକାର କାରଣ ଦୟାକରି ମୋତେ ସୁରକ୍ଷିତ ରହିବାରେ ସାହାଯ୍ୟ କରନ୍ତୁ।। ମୋତେ ସାହାଯ୍ୟ ଦରକାର।,Mote sahajya darkar kanje Mote safe rahiba lagi help kara mote sahajya darkar.,Masing darkar kanje Ing surakshit tahen lagi banchaoing pe banchaoing pe.,Aanki saaha lohe kanje Daya koni aanki safe thia kidu aanki sahaya kidu.,Muke sahajya darkar kanje Daya kori muke safe thakibake sahajya kora muke sahajya kora.,stay safe,surakshit rahna,ସୁରକ୍ଷିତ ରହିବାରେ,safe rahiba,surakshit tahen,safe thia kidu,"safe thakibake, sahajya","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_445,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,"Please understand, Please help me stay safe This is urgent.","कृपया समझिए, कृपया मुझे सुरक्षित रहने में मदद करें।। यह जरूरी है।","ଦୟାକରି ବୁଝନ୍ତୁ, ଦୟାକରି ମୋତେ ସୁରକ୍ଷିତ ରହିବାରେ ସାହାଯ୍ୟ କରନ୍ତୁ।। ଏହା ଜରୁରୀ।","Bujha mor katha, Mote safe rahiba lagi help kara eha jaruri aichhe.","Bujhau me, Ing surakshit tahen lagi banchaoing pe aadi jaruri kana.","Bujha aani katha, Daya koni aanki safe thia kidu eehe jaruri manji.","Mor katha bujha, Daya kori muke safe thakibake sahajya kora eita jaruri ache.",stay safe,surakshit rahna,ସୁରକ୍ଷିତ ରହିବାରେ,safe rahiba,surakshit tahen,safe thia kidu,"safe thakibake, sahajya","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_446,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,I am scared: Please help me stay safe Please stay with me.,मैं डरा/डरी हूँ: कृपया मुझे सुरक्षित रहने में मदद करें।। कृपया मेरे साथ रहें।,ମୁଁ ଭୟଭୀତ: ଦୟାକରି ମୋତେ ସୁରକ୍ଷିତ ରହିବାରେ ସାହାଯ୍ୟ କରନ୍ତୁ।। ଦୟାକରି ମୋ ସହିତ ରୁହନ୍ତୁ।,Mor darr laguchhe: Mote safe rahiba lagi help kara mor sanghe thia hua.,Botor aikawkana: Ing surakshit tahen lagi banchaoing pe ing sang te tahenpe.,Aanki biiti manji: Daya koni aanki safe thia kidu aani sanghe thia aatu.,Muke darr laguche: Daya kori muke safe thakibake sahajya kora mor sanghe thia hua.,stay safe,surakshit rahna,ସୁରକ୍ଷିତ ରହିବାରେ,safe rahiba,surakshit tahen,safe thia kidu,"safe thakibake, sahajya","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_447,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,This is urgent: Please help me stay safe I cannot handle this alone.,यह जरूरी है: कृपया मुझे सुरक्षित रहने में मदद करें।। मैं इसे अकेले नहीं संभाल सकता/सकती।,ଏହା ଜରୁରୀ: ଦୟାକରି ମୋତେ ସୁରକ୍ଷିତ ରହିବାରେ ସାହାଯ୍ୟ କରନ୍ତୁ।। ମୁଁ ଏହାକୁ ଏକାକୀ ସମ୍ଭାଳିପାରୁନାହିଁ।,Jaruri aichhe: Mote safe rahiba lagi help kara mu eka sambhali nai pare.,Jaruri kana: Ing surakshit tahen lagi banchaoing pe ing eskar bang sambhrao dadeakana.,Jaruri manji: Daya koni aanki safe thia kidu aanu roote nai pare.,Jaruri ache: Daya kori muke safe thakibake sahajya kora mui eka sambhali nai pare.,stay safe,surakshit rahna,ସୁରକ୍ଷିତ ରହିବାରେ,safe rahiba,surakshit tahen,safe thia kidu,"safe thakibake, sahajya","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_448,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,Please act now: Please help me stay safe Please do not ignore me.,कृपया अभी कार्रवाई करें: कृपया मुझे सुरक्षित रहने में मदद करें।। कृपया मुझे अनदेखा न करें।,ଦୟାକରି ଏବେ କାର୍ଯ୍ୟ କରନ୍ତୁ: ଦୟାକରି ମୋତେ ସୁରକ୍ଷିତ ରହିବାରେ ସାହାଯ୍ୟ କରନ୍ତୁ।। ଦୟାକରି ମୋତେ ଅଣଦେଖା କରନ୍ତୁ ନାହିଁ।,Ebe turant katha suna: Mote safe rahiba lagi help kara mote anadekha nai kara.,Nita ge kami pe: Ing surakshit tahen lagi banchaoing pe aalo pe bageana.,Eebe turat vasa: Daya koni aanki safe thia kidu aanki bagedu aatu.,Ebe turant katha suna: Daya kori muke safe thakibake sahajya kora muke anadekha nai kora.,stay safe,surakshit rahna,ସୁରକ୍ଷିତ ରହିବାରେ,safe rahiba,surakshit tahen,safe thia kidu,"safe thakibake, sahajya","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_449,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,I need immediate help: Please help me stay safe I need someone to help.,मुझे तुरंत मदद चाहिए: कृपया मुझे सुरक्षित रहने में मदद करें।। मुझे किसी की मदद चाहिए।,ମୋତେ ତୁରନ୍ତ ସାହାଯ୍ୟ ଦରକାର: ଦୟାକରି ମୋତେ ସୁରକ୍ଷିତ ରହିବାରେ ସାହାଯ୍ୟ କରନ୍ତୁ।। ମୋତେ କାହାରୋ ସାହାଯ୍ୟ ଦରକାର।,Turant sahajya darkar: Mote safe rahiba lagi help kara kahari madat pathao.,Turat banchao darkar: Ing surakshit tahen lagi banchaoing pe jahay hohoako pe.,Turat saaha lohe: Daya koni aanki safe thia kidu eeheki madat poyatu.,Turant sahajya darkar: Daya kori muke safe thakibake sahajya kora karike madat pathaa.,stay safe,surakshit rahna,ସୁରକ୍ଷିତ ରହିବାରେ,safe rahiba,surakshit tahen,safe thia kidu,"safe thakibake, sahajya","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_450,Self_Harm_Crisis,CRITICAL,IMMEDIATE,CRISIS_SUPPORT_ESCALATION,"For my safety, Please help me stay safe Please take this seriously.","मेरी सुरक्षा के लिए, कृपया मुझे सुरक्षित रहने में मदद करें।। कृपया इसे गंभीरता से लें।","ମୋ ସୁରକ୍ଷା ପାଇଁ, ଦୟାକରି ମୋତେ ସୁରକ୍ଷିତ ରହିବାରେ ସାହାଯ୍ୟ କରନ୍ତୁ।। ଦୟାକରି ଏହାକୁ ଗମ୍ଭୀରତାର ସହ ନିଅନ୍ତୁ।","Mor surakshya lagi, Mote safe rahiba lagi help kara eha ke gambhira hisabe nia.","Ingak suraksha lagi, Ing surakshit tahen lagi banchaoing pe aadi jaruri kana.","Aani surakshya lagi, Daya koni aanki safe thia kidu eeheke gambhira hisabe gihmu.","Mor surakshya lagi, Daya kori muke safe thakibake sahajya kora eita ke gambhira kori nia.",stay safe,surakshit rahna,ସୁରକ୍ଷିତ ରହିବାରେ,safe rahiba,surakshit tahen,safe thia kidu,"safe thakibake, sahajya","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_451,Emergency_Assistance,HIGH,IMMEDIATE,SAFETY_ESCALATION,Please send the police to my location.,कृपया मेरे स्थान पर पुलिस भेजें।,ଦୟାକରି ମୋ ସ୍ଥାନକୁ ପୋଲିସ ପଠାନ୍ତୁ।,Mor jaga ku police gadi pathao.,Ingak thar te police gadi kulpe.,Aani thar te police gadi poyatu.,Mor jaiga te police gadi pathaa.,"police, send help",police bhejo,ପୋଲିସ ପଠାନ୍ତୁ,police gadi pathao,police gadi kulpe,"police gadi, poyatu",police gadi pathaa,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_452,Emergency_Assistance,HIGH,IMMEDIATE,SAFETY_ESCALATION,Please Please send the police to my location Please help.,कृपया कृपया मेरे स्थान पर पुलिस भेजें।। कृपया मदद करें।,ଦୟାକରି ଦୟାକରି ମୋ ସ୍ଥାନକୁ ପୋଲିସ ପଠାନ୍ତୁ।। ଦୟାକରି ସାହାଯ୍ୟ କରନ୍ତୁ।,Daya kari Mor jaga ku police gadi pathao mor sahajya kara.,Daya kate Ingak thar te police gadi kulpe banchaoing pe.,Daya koni Aani thar te police gadi poyatu aanki saaha kidu.,Daya kori Mor jaiga te police gadi pathaa muke sahajya kora.,"police, send help",police bhejo,ପୋଲିସ ପଠାନ୍ତୁ,police gadi pathao,police gadi kulpe,"police gadi, poyatu",police gadi pathaa,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_453,Emergency_Assistance,HIGH,IMMEDIATE,SAFETY_ESCALATION,"Right now, Please send the police to my location I am scared.","अभी, कृपया मेरे स्थान पर पुलिस भेजें।। मैं डरा/डरी हूँ।","ଏବେ, ଦୟାକରି ମୋ ସ୍ଥାନକୁ ପୋଲିସ ପଠାନ୍ତୁ।। ମୁଁ ଭୟଭୀତ।","Ebe, Mor jaga ku police gadi pathao mor darr laguchhe.","Nita ge, Ingak thar te police gadi kulpe botor ge aikawkana.","Eebe, Aani thar te police gadi poyatu aanki biiti manji.","Ebe, Mor jaiga te police gadi pathaa muke darr laguche.","police, send help",police bhejo,ପୋଲିସ ପଠାନ୍ତୁ,police gadi pathao,police gadi kulpe,"police gadi, poyatu",police gadi pathaa,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_454,Emergency_Assistance,HIGH,IMMEDIATE,SAFETY_ESCALATION,I need help because Please send the police to my location I need help.,मुझे मदद चाहिए क्योंकि कृपया मेरे स्थान पर पुलिस भेजें।। मुझे मदद चाहिए।,ମୋତେ ସାହାଯ୍ୟ ଦରକାର କାରଣ ଦୟାକରି ମୋ ସ୍ଥାନକୁ ପୋଲିସ ପଠାନ୍ତୁ।। ମୋତେ ସାହାଯ୍ୟ ଦରକାର।,Mote sahajya darkar kanje Mor jaga ku police gadi pathao mote sahajya darkar.,Masing darkar kanje Ingak thar te police gadi kulpe banchaoing pe.,Aanki saaha lohe kanje Aani thar te police gadi poyatu aanki sahaya kidu.,Muke sahajya darkar kanje Mor jaiga te police gadi pathaa muke sahajya kora.,"police, send help",police bhejo,ପୋଲିସ ପଠାନ୍ତୁ,police gadi pathao,police gadi kulpe,"police gadi, poyatu",police gadi pathaa,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_455,Emergency_Assistance,HIGH,IMMEDIATE,SAFETY_ESCALATION,"Please understand, Please send the police to my location This is urgent.","कृपया समझिए, कृपया मेरे स्थान पर पुलिस भेजें।। यह जरूरी है।","ଦୟାକରି ବୁଝନ୍ତୁ, ଦୟାକରି ମୋ ସ୍ଥାନକୁ ପୋଲିସ ପଠାନ୍ତୁ।। ଏହା ଜରୁରୀ।","Bujha mor katha, Mor jaga ku police gadi pathao eha jaruri aichhe.","Bujhau me, Ingak thar te police gadi kulpe aadi jaruri kana.","Bujha aani katha, Aani thar te police gadi poyatu eehe jaruri manji.","Mor katha bujha, Mor jaiga te police gadi pathaa eita jaruri ache.","police, send help",police bhejo,ପୋଲିସ ପଠାନ୍ତୁ,police gadi pathao,police gadi kulpe,"police gadi, poyatu",police gadi pathaa,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_456,Emergency_Assistance,HIGH,IMMEDIATE,SAFETY_ESCALATION,I am scared: Please send the police to my location Please stay with me.,मैं डरा/डरी हूँ: कृपया मेरे स्थान पर पुलिस भेजें।। कृपया मेरे साथ रहें।,ମୁଁ ଭୟଭୀତ: ଦୟାକରି ମୋ ସ୍ଥାନକୁ ପୋଲିସ ପଠାନ୍ତୁ।। ଦୟାକରି ମୋ ସହିତ ରୁହନ୍ତୁ।,Mor darr laguchhe: Mor jaga ku police gadi pathao mor sanghe thia hua.,Botor aikawkana: Ingak thar te police gadi kulpe ing sang te tahenpe.,Aanki biiti manji: Aani thar te police gadi poyatu aani sanghe thia aatu.,Muke darr laguche: Mor jaiga te police gadi pathaa mor sanghe thia hua.,"police, send help",police bhejo,ପୋଲିସ ପଠାନ୍ତୁ,police gadi pathao,police gadi kulpe,"police gadi, poyatu",police gadi pathaa,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_457,Emergency_Assistance,HIGH,IMMEDIATE,SAFETY_ESCALATION,This is urgent: Please send the police to my location I cannot handle this alone.,यह जरूरी है: कृपया मेरे स्थान पर पुलिस भेजें।। मैं इसे अकेले नहीं संभाल सकता/सकती।,ଏହା ଜରୁରୀ: ଦୟାକରି ମୋ ସ୍ଥାନକୁ ପୋଲିସ ପଠାନ୍ତୁ।। ମୁଁ ଏହାକୁ ଏକାକୀ ସମ୍ଭାଳିପାରୁନାହିଁ।,Jaruri aichhe: Mor jaga ku police gadi pathao mu eka sambhali nai pare.,Jaruri kana: Ingak thar te police gadi kulpe ing eskar bang sambhrao dadeakana.,Jaruri manji: Aani thar te police gadi poyatu aanu roote nai pare.,Jaruri ache: Mor jaiga te police gadi pathaa mui eka sambhali nai pare.,"police, send help",police bhejo,ପୋଲିସ ପଠାନ୍ତୁ,police gadi pathao,police gadi kulpe,"police gadi, poyatu",police gadi pathaa,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_458,Emergency_Assistance,HIGH,IMMEDIATE,SAFETY_ESCALATION,Please act now: Please send the police to my location Please do not ignore me.,कृपया अभी कार्रवाई करें: कृपया मेरे स्थान पर पुलिस भेजें।। कृपया मुझे अनदेखा न करें।,ଦୟାକରି ଏବେ କାର୍ଯ୍ୟ କରନ୍ତୁ: ଦୟାକରି ମୋ ସ୍ଥାନକୁ ପୋଲିସ ପଠାନ୍ତୁ।। ଦୟାକରି ମୋତେ ଅଣଦେଖା କରନ୍ତୁ ନାହିଁ।,Ebe turant katha suna: Mor jaga ku police gadi pathao mote anadekha nai kara.,Nita ge kami pe: Ingak thar te police gadi kulpe aalo pe bageana.,Eebe turat vasa: Aani thar te police gadi poyatu aanki bagedu aatu.,Ebe turant katha suna: Mor jaiga te police gadi pathaa muke anadekha nai kora.,"police, send help",police bhejo,ପୋଲିସ ପଠାନ୍ତୁ,police gadi pathao,police gadi kulpe,"police gadi, poyatu",police gadi pathaa,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_459,Emergency_Assistance,HIGH,IMMEDIATE,SAFETY_ESCALATION,I need immediate help: Please send the police to my location I need someone to help.,मुझे तुरंत मदद चाहिए: कृपया मेरे स्थान पर पुलिस भेजें।। मुझे किसी की मदद चाहिए।,ମୋତେ ତୁରନ୍ତ ସାହାଯ୍ୟ ଦରକାର: ଦୟାକରି ମୋ ସ୍ଥାନକୁ ପୋଲିସ ପଠାନ୍ତୁ।। ମୋତେ କାହାରୋ ସାହାଯ୍ୟ ଦରକାର।,Turant sahajya darkar: Mor jaga ku police gadi pathao kahari madat pathao.,Turat banchao darkar: Ingak thar te police gadi kulpe jahay hohoako pe.,Turat saaha lohe: Aani thar te police gadi poyatu eeheki madat poyatu.,Turant sahajya darkar: Mor jaiga te police gadi pathaa karike madat pathaa.,"police, send help",police bhejo,ପୋଲିସ ପଠାନ୍ତୁ,police gadi pathao,police gadi kulpe,"police gadi, poyatu",police gadi pathaa,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
